beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
tʂei kə pi nei kə xau,t͡se ko kan na ko xau,t͡sɹ̩ ko ken pi a ko xao,kəʔ koʔ pi nɑ koʔ hɔ,tʂei kɤ pʰi nei kɤ xau,ti kə pɹ̩ la kə xɔ,tʂɻ̩ kə pi nə kə xɔ,tʂɻ̩ kə kɛ̃n lɛ kə xɔ mɛ̃n,e t͡sak pi e t͡sak kuo hau,kei t͡sɑʔ pi he t͡sɑʔ hɑu,t͡sʌʔ xuæ pi uʌʔ xuæ xɔ,diɪʔ ɦəʔ pi ɛ ɦəʔ hɔ,t͡si kai ho kue hɯ kai,t͡sit le pi hit le kʰaʔ ho,t͡sai pi vai xau,t͡sei kə pi nei kə xɑu,ki kai pei he kai hɜ,t͡sɤ kuo pi na kuo xau,t͡sei kɤ kan nei kɤ xɔ,tʂɻ̩ kɤ pi u kɤ xau,nei kɔ hou kwɔ kɔ kɔ,ko tʂo pi nɒ tʂo haɯ,tʂɻ̩ kɔ pj nɛ kɔ xɔ
tʂei ɕiɛ fɑŋ t͡sɹ̩ pu pi nei ɕiɛ fɑŋ t͡sɹ̩ xau,t͡se ɕi faŋ t͡sɹ̩ mo te na ɕi faŋt͡sɹ̩ xau,t͡sɹ̩ ɕiɛ faŋ t͡sɹ̩ pu tɛ a ɕiɛ faŋ t͡sɹ̩ xao,kəʔ ɕi vɑŋ t͡sɹ̩ ɦɑ zɹ̩ nɑ ɕi vɑŋ t͡sɹ̩ hɔ,tʂei ɕiɛ faŋ t͡sɹ̩ pu lu nei ɕiɛ faŋ t͡sɹ̩ xau,ti sɹ̩ fɑ̃ t͡sə pəʔ t͡ɕiəʔ la sɹ̩ fɑ̃ t͡sə xɔ,tʂɻ̩ ɕiɛ fÃ t͡sɹ̩ məu tə nə ɕiɛ fÃ t͡sɹ̩ xɔ,tʂɻ̩ ɕiə fɑ̃ t͡sɹ̩ m̩ iou lɛ ɕiə fɑ̃ t͡sɹ̩ xɔ,e teu vuk e mo ke teu vuk e an liaŋ,kei ɕiɛʔ uʔ mɑu iu he ɕiɛʔ uʔ hɑu,t͡sʌʔ ɕiɤ ʐʌʔ xuə t͡sʌʔ pʌʔ ti uʌʔ ɕiɤ ʐʌʔ xuə t͡sʌʔ xɔ,diɪʔ ŋe vɑ̃ t͡sɹ̩ pi i mi iɪʔ ŋe vã t͡sɹ̩ tʰe pe,t͡si t͡sʰoʔ t͡sʰu bo hɯ t͡sʰoʔ t͡sʰu ho,t͡sia e t͡sʰu bo hia e t͡sʰu ho,t͡səʔ ɕie fɒ̃ t͡səʔ məʔ la vəʔ ɕie fɒ̃ t͡səʔ xau,t͡ɕie ɕie fɑŋ t͡sɹ̩ pu y nei ɕie fɑŋ t͡sɹ̩ xɑu,ki le vu duɔ nau he le vu duɔ naŋ hɜ,t͡sɤ ɕie faŋ t͡sɹ̩ mau tɤ na ɕie faŋ t͡sɹ̩ xau,t͡sei ɕiɤ fɑŋ t͡sɹ̩ mɤ iɤu nei ɕiɤ fɑŋ t͡sɹ̩ xɔ,tʂɻ̩ ɕiɛ faŋ t͡sɹ̩ pu ʂəŋ u ɕiɛ faŋ t͡sɹ̩,nei ti uk pɐt jy kɔ ti uk hou,ko xie ɦɔn t͡sɹ̩ pu pi nɒ sie ɦɔn t͡sɹ̩ haɯ,tʂɻ̩ ɕi fɔ̃ t͡sɻ̩ mɔ iɯ nɛ ɕi fɔ̃ t͡sɻ̩ xɔ
,t͡se t͡ɕy xua yoŋ t͡sʰəntu xua t͡sa ko so,,,,,,,,,,,,,,,,,,,,,
iou u ʂɻ̩ t͡ɕin tʂuŋ nə,iəu u sɹ̩ t͡ɕin t͡soŋ o,la tɛ toŋ pu,do təʔ doŋ ʔuɑ,nəŋ na tuŋ ma,iɯ u ʂəʔ t͡ɕin tʂəŋ ʊ,kə nA tə toŋ,xa pa iou vu ʂɻ̩ lɛ t͡ɕĩn li,iu n̩ səp kuo kin t͡sʰiŋ ŋo,lɑʔ tɛʔ tʰuŋ po,xei tuŋ lɔ,ɦiɤ təʔ ŋ̩ səʔ t͡ɕiŋ zoŋ,hia tioʔ u ŋõu t͡sap kɯŋ taŋ nõ,tʰeʔ u huaʔ bo,na tuəŋ alu,iou u ʂɻ̩ t͡ɕin t͡suŋ nə,tø doŋ a fu,na pu na tɤ toŋ,nɤŋ na tuŋ ma,iou u ʂɻ̩ t͡ɕiẽ pfəŋ,nik tɐk juk ma,iəɯ ɯ ʂɻ̩ t͡ɕin dʐən,na tuə̃ lia
na tə tuŋ ma,nau te t͡ɕʰi pu,ŋo la tɛ toŋ la la pu toŋ,ŋo do təʔ doŋ tʰɑ do pəʔ doŋ,uo nəŋ na tuŋ tʰa na pu tuŋ,kʰə la təŋ a,o nA tə toŋ tʰə nA pu toŋ,lə̃n la tũn ma,na tet hi mo,ŋo lɑʔ tɛʔ tʰuŋ t͡ɕiɛ lɑʔ pɨʔ tʰuŋ,ŋiɤ xei tuŋ lɔ uʌʔ t͡ɕiɑxei pʌʔ tuŋ,ne təʔ doŋ vaʔ,kʰioʔ oi tiŋ taŋ boi,gua tʰeʔ u huaʔ i tʰeʔ bo huaʔ,ɣɤ na tuəŋ lau tʰa na pəʔ tuəŋ,nɑ ti tuŋ mɑ,ŋ̩ tø doŋ gi tø fu doŋ,ŋuo na tɤ toŋ tʰa na pu toŋ,vɤ na tuŋ ɲi tʰa na pu tuŋ,na tei tuŋ,ŋɔ nik tɐk juk kʰøy nik m juk,nɒ tæ t͡ɕʰi pu,nɔ na tuə̃ lia t͡ɕia na tuə̃ l̩ pɔ̃ xɔ
uo na tə tuŋ tʰa na pu tuŋ,ŋo nau te t͡ɕʰi tʰa nau pu t͡ɕʰi,ŋen sɹ̩ pu t͡ɕʰin lɛ t͡soŋ tɛ lian ŋo təu la pu toŋ,t͡sen tɑŋ pəʔ t͡ɕʰin dzoŋ təʔ liɤ̃ ŋo tu do pəʔ doŋ,tʂən pu t͡ɕʰiŋ tʂʰən ti lian uo iɛ na pu tuŋ,ʊ la təŋ tʰa la pəʔ təŋ,tʂə̃ kə nə pu t͡ɕʰi tʂoŋ nə liɛ̃ o tu nA pu toŋ,və lə̃n la tũn tʰa la pu tũn,ŋai na atet hi ki na m̩ hi,tɔʔ t͡sɨn man t͡sʰuŋ t͡sʰuŋ tɛʔ liɛn ŋo tu lɑʔ pɨʔ tʰuŋ,pʌʔ t͡ɕʰiŋ liʌʔ liɤ ŋiɤ iɤ xei pʌʔ tuŋ,ŋo ne təʔ doŋ ɦi ne vəʔ doŋ,ua kʰioʔ oi tiŋ taŋ i kʰioʔ m tiŋ taŋ,sit t͡sai bo kʰin taŋ ka lien gua bã tʰeʔ bue tin taŋ,t͡səŋ pəʔ t͡ɕʰiəŋ t͡suəŋ təʔ lie ɣɤ ie na pəʔ tuəŋ,uo nɑ ti tuŋ tʰɑ nɑ pu tuŋ,dʑyɔ zaŋ e li ŋ̩ ɦa tø fu doŋ,t͡sən pu t͡ɕʰin t͡soŋ tɤ ŋuo təu na pu toŋ niau,tʂuɤ ʂɻ̩ pu t͡ɕʰiŋ tʂuŋ ti lian vɤ iɤ na pu tuŋ,ŋɤ nəŋ na tuŋ tʰa na pu tuŋ,t͡sɐn hɐi m hɛŋ t͡sʰuŋ tou lin ŋɔ tou nik m juk,ŋo nɒ tæ t͡ɕʰi tʰɒ nɒ pu t͡ɕʰi,ʂɻ̩ xua pv̩ t͡ɕʰiə̃ na tʂuə̃ tʂɔ liã nɔ a na pv̩ tuə̃ na
tʂən pu t͡ɕʰiŋ tʂʰən tə lian uo iɛ na pu tuŋ,ŋən sɹ̩ pu t͡ɕʰin o t͡soŋ te nian ŋo təu nau pu t͡ɕʰi,li so tɛ xao tɛ xen li xai xuei so ɕiɛ la iaŋ lɛ,ni sɥəʔ təʔ mɤ̃ hɔ ni ɦɑ ɦio sɥəʔ tiɤ̃ əl sɑ kəʔ toŋ ɕi,ni ʂuo ti t͡sei xau ni xai xuei ʂuo tiar ʂa nə,tʂən pəʔ t͡ɕʰin liɪ̃ ʊ tɯ la pəʔ təŋ,ni ʂo nə xə̃ xɔ ni xæ xuei ʂo tiə nA iÃ,a ʂɻ̩ xua pu t͡ɕʰĩn la liɛ̃n və tou la pu tũn la,ai ia hau t͡sʰuŋ ŋo lien ŋai ia na m̩ to hi,n̩ uɑ tɛʔ man hɑu n̩ haaʔ ui uɑ tiɑʔ t͡sɹ̩ sɨʔ li le,n̩ suʌʔ tiʌʔ pʌʔ læ n̩ xɑŋ xuæ suʌʔ ɕiɤ ʐʌʔ ʂəŋ liʌʔ,t͡səŋ vəʔ t͡ɕʰiŋ zoŋ təʔ le li ŋo ɦɑ ne vəʔ doŋ,bo ho kʰiŋ taŋ kau ua lo kʰioʔ m tiŋ taŋ a,li kɔŋ ka t͡sin ho li e hiau kɔŋ siã bĩʔ,ni suaʔ tiəʔ kʰaʔ xau lɤ ni xai xuei suaʔ ɕiar səŋ lɤ,t͡sən pu t͡ɕʰiŋ səŋ t͡suŋ ti uo tou nɑ pu tuŋ,ɲi kuɔ hɜ ɕi na ɲi va vai kuɔ le ɲi ɦɔ,ni suo tɤ man xau ni xai nən suo tiɛn mo sɹ̩,ɲi fɤ ti t͡san t͡ɕiŋ ti xɤŋ ɲi xan nɤŋ fɤ ɕiɤ sa ɲi,tʂẽ pfəŋ pfəŋ ti liã ŋɤ tou na pu tuŋ,nei kɔŋ tɐk hou hou nei t͡suŋ sik kɔŋ ti mɐt jɛ nɛ,t͡sən tʂən pu t͡ɕʰin dʐən tæ taɯ ŋo təɯ nɒ pu t͡ɕʰi,ɲi fɔ tʂɔ xv̩ xɔ ɲi xɛ xuɨ fɔ ɛ ɕi sa lia
ni ʂuo tə tʰiŋ xɑu ni xai nəŋ ʂuo tiar ʂəm nə,ɲi so te xau xau ɲi xai xuei so tiər sa t͡sɹ̩ ne,ŋo lɛ t͡suei pen tɛ xen ŋo so pu in la,ŋo t͡sɥei pɑ ben ŋo sɥəʔ tʰɑ pəʔ ku,uo t͡suei pən uo ʂuo pu kuo tʰa,li t͡ɕiɑ̃ tiəʔ xɔ xən li xɤ lən t͡ɕiɑ̃ xɔ xəŋ kə lə,o nə t͡suei pə̃ o ʂo pu ko tʰə,ɲi fə ti xɔ ua ɲi xɛ̃n xuei fə ɕiə sa ʂa,n̩ səp fun̩ liak koŋ n̩ han iu mak ke koŋ ke,ŋo t͡sui pɑ pɨi uɑ ŋo uɑ t͡ɕie pɨʔ iɑŋ,ŋiɤ t͡suei pəŋ ŋiɤ suʌʔ pʌʔ kuei uʌʔ t͡ɕiɑ tiʌʔ,noŋ kɑ̃ təʔ lɔ hɔ ɦə noŋ ɦɛ ɦue kɑ̃ ti sa nə,lɯ tã lai hoʔ ho lɯ luã u piaŋ tã ke ko mĩʔ kai bo,bo t͡sʰui bo t͡siʔ gua kɔŋ be iã i,ɣɤ t͡suei pəŋ ɣɤ suaʔ pəʔ kuɤ tʰa,ni ʂuo ti tʂən xɑu ni xai xuei ʂuo tiar mɑ iɑ,ŋ̩ fu vai kuɔ ŋ̩ kuɔ gi fu ku,ŋuo t͡sei pa pən suo pu kuo tʰa,vɤ t͡suei pɤŋ ti xɤŋ fɤ pu kuɤ tʰa,ni ʂɤ ti liau ti xẽ ni xai nəŋ ʂɤ tiar sa,ŋɔ m sik kɔŋ jɛ ŋɔ kɔŋ m kwɔ kʰøy,ɲi kɔn tæ man haɯ ɲi ɦai ɕiaɯ tæ kɔn tiẽ ʂən mo nie,nɔ t͡suɨ tʂuɛ a nɔ pa t͡ɕia fɔ pv̩ ku
uo t͡suei pən uo ʂuo pu kuo tʰa,ŋo t͡suei pa pən ŋo t͡ɕiaŋ pu in tʰa,so əu i pian iəu so i pian,sɥəʔ lə ʔiəʔ piɤ̃ ɦi sɥəʔ lə ʔiəʔ piɤ̃,ʂuo lə i pian iou ʂuo i pian,ʊ t͡se pən ʊ t͡ɕiɑ̃ pəʔ kʊ tʰa,ʂo lə i piɛ̃ iəu ʂo i piɛ̃,və ti t͡suei pə̃n ti xə̃n və fə pu kuə la,ŋai ke t͡soi səp fun pʰun ŋai koŋ m̩ kuo ki,uɑ liɛu iʔ tɑu iu uɑ iʔ tɑu,suʌʔ lɔ iʌʔ piɤ iəu suʌʔ iʌʔ piɤ,ɦo kɑ̃ vəʔ da le ŋo kɑ̃ vəʔ ku ɦi,ua boi tã ue ua tã su i,kɔŋ liau t͡sit pai koʔ kɔŋ t͡sit pai,suaʔ lau iəʔ pie iəu suaʔ iəʔ pie,uo t͡suei pən uo ʂuo pu kuo tʰɑ,kuɔ ji pi ji ji pi,suo niau i piɛn iəu i piɛn,fɤ liɤ i pian iɤu fɤ liɤ i pian,ŋɤ t͡suei pẽ ŋɤ ʂɤ pu kuo uo,kɔŋ t͡sɔ jɐt t͡sʰi jɐu kɔŋ jɐt t͡sʰi,ŋo t͡səi pɒ mo ŋ kɔn tʰɒ pu ku,fɔ kɨ liɔ j t͡sʰa na kʰɔ fɔ liɔ j t͡sʰa
ʂuo lə i pian iou ʂuo i pian,so no i tau iəu so i tau,ma fan li t͡sai so i pian xa,t͡ɕʰin ni t͡sɤ sɥəʔ ʔiəʔ piɤ̃,t͡ɕʰiŋ ni t͡sai ʂuo i pian,t͡ɕiɑ̃ tʂə iəʔ piɪ̃ iɯ t͡ɕiɑ̃ iəʔ piɪ̃,t͡ɕʰĩ ni t͡ɕiɛ t͡sæ ʂo i piɛ̃,fə lɔ i tʂʰɛ̃n kə iou fə lɔ i tʂʰɛ̃n,koŋ ŋe it t͡son iu han oi koŋ it t͡son,t͡ɕʰiɑŋ n̩ t͡sai uɑ iʔ tɑu,t͡ɕʰiŋ n̩ t͡sæ suʌʔ iʌʔ piɤ,kɑ̃ ləʔ iɪʔ pi ɦiɤ kã iɪʔ pi,tã t͡sek kue liau iu tã ke kue,t͡sʰiã li koʔ kɔŋ t͡sit pai,t͡ɕʰiəŋ ni t͡sai suaʔ iəʔ pie va,ʂuo lə i pian iou ʂuo i pian,t͡sʰeŋ ɲi t͡se kuɔ pi tʰi,t͡ɕʰin ni t͡sai suo i piɛn,t͡ɕʰiŋ ɲi t͡sai fɤ i pian,ʂɤ liɛ i piã kʰɤ ʂɤ liɛ i piã,t͡sʰɛŋ nei t͡sɔi kɔŋ jɐt t͡sʰi,kɔn tɒ i taɯ iəɯ kɔn i taɯ,t͡sɔ ɲi t͡sɛ fɔ j t͡sʰa
nin t͡sai ʂuo i pian,t͡ɕʰin ɲi t͡sai so i tau,pu t͡sao əu kʰuai tai t͡ɕʰi ləu,pəʔ t͡sɔ tə ɦɔ sɔ t͡ɕʰi ʔiɑ,pi t͡sau lə kʰuai t͡ɕʰy pa,t͡ɕʰin li t͡sɤ t͡ɕiɑ̃ iəʔ piɪ̃,pu t͡sɔ lə kʰuæ tiə kʰə,t͡ɕia t͡ɕʰĩn ɲi t͡sʰũn fə i tʂʰɛ̃n,t͡sʰiaŋ n̩ t͡soi koŋ it t͡son,t͡sʰɑ pɨʔ to lo kʰuai t͡ɕʰie sɑ,pʌʔ t͡sɔ lɑ kʰuæ ɕiɤ ʐʌʔ t͡ɕʰy uɑ,t͡ɕʰiŋ noŋ t͡se kɑ̃ iɪʔ pi,taʰiã lɯ tã ke kue,bo t͡sa lo kin kʰi o,pəʔ t͡sau lie kʰuai t͡ɕʰy va,t͡ɕʰiŋ ni tai ʂuo i pian,dzɹ̩ ɦuɔ ba kʰa le t͡sau,pu t͡sau niau kʰuai tʰiər kʰɯ pa,pu t͡sɔ liɤ kan t͡ɕiŋ t͡ɕʰi pa,t͡ɕʰiŋ ni t͡sai ʂɤ i piã,hou an la fai ti høy la,t͡sʰian ɲi t͡sai kɔn i taɯ,t͡sʰɹ̩ liɔ t͡sɔ kã t͡ɕiə̃ t͡ɕʰj pa
pu t͡sɑu lə ma liər t͡ɕʰy pa,pu t͡sau no kʰuai tiər t͡ɕʰie,t͡sɹ̩ xa xai t͡sao tɛ xen lɛ ten i xa t͡sai t͡ɕʰi ma,kəʔ mɔ ɦɑ t͡sɔ lɤ ten ʔiəʔ ɕiəʔ əl t͡sɤ t͡ɕʰi hɔ təʔ,ɕian t͡sai xai t͡sau ti xɤr nə təŋ xuər t͡sai t͡ɕʰy pa,pəʔ t͡sɔ lə kʰuɤ xɔ t͡sʰɥ pa,tʂɻ̩ xA xæ t͡sɔ nə tə̃ xA t͡sæ kʰə,pu t͡sɔ lɔ kʰuɛ ɕiə t͡ɕʰi ʂa,m̩ t͡sau ve kʰuai tit loi hi,ko ɕiɛn t͡sʰai haʔ t͡sɑu tɛʔ ŋɔʔ le ŋan ɑ t͡sɹ̩ t͡sai t͡ɕʰie lo,t͡sʌʔ tʂəŋ tʂəŋ xɑŋ t͡sɔ liʌʔ təŋ tʂəŋ tʂəŋ t͡sæ t͡ɕʰy uɑ,vəʔ t͡sɔ ləʔ ɦɔ sɔ t͡ɕʰi vaʔ,bo ho t͡sa ou mẽ mẽ kʰɯ,t͡sit bã ia koʔ t͡sa e sio tan t͡sit le t͡siaʔ koʔ kʰi la,t͡səʔ t͡səŋ t͡səŋ xai t͡sau təʔ lɤ təŋ iəʔ t͡səŋ t͡səŋ t͡sai t͡ɕʰy va,pu t͡sɑu lə kʰuai t͡ɕʰy pɑ,naŋ ka va t͡sɜ taŋ o ŋ̩ ɕi t͡se t͡sau na,t͡sən t͡san xan t͡sau nie tən i xar t͡sai kʰɯ,ɕian t͡sai xan t͡sɔ ti ɲi tɤŋ i xa t͡sai t͡ɕʰi,pu t͡sau liɛ kã t͡ɕiẽ t͡ɕʰi,ji ka t͡suŋ hou t͡sɛ tɐŋ jɐt t͡sɐn sin t͡si høy la,ŋan kɒ tɒ kʰuai tiẽ t͡ɕʰie no,t͡sɔ xɛ t͡sɔ tʂɛ tə̃ j kua liɔ t͡sɛ t͡ɕʰj sa
tʂei xuər xai t͡sɑu tʂə nə tai xuər t͡sai t͡ɕʰy pa,t͡se xər xai t͡sau tən xa xər t͡sai t͡ɕʰie ma,txʰɹ̩ əu fan t͡ɕiaŋ tɛ t͡ɕʰi xa,vɤ̃ t͡ɕʰioʔ lə t͡sɤ t͡ɕʰi hɔ pəʔ hɔ,tʂʰɻ̩ lə fan t͡sai t͡ɕʰy pa,tʂɑ̃ kə xɤ t͡sɔ xən tən iəʔ ʂɐʔ t͡sɤ t͡sɥ pa,tʂʰɻ̩ tə fÃ t͡sæ kʰə kə iɔ tə,t͡ɕia xɛ̃n t͡sɔ tʂə li tə̃n i xa lɔ t͡sɛ t͡ɕʰi ʂa,kin ha han səp fun t͡sau ten it ha t͡saŋ loi hi,t͡ɕʰiɑʔ liɛu fan t͡sai t͡ɕʰie hɑu po,tʂʰʌʔ lɔ xuɑŋ t͡sæ t͡ɕʰy ɕiɑ pʌʔ ɕiɑ,ɦi ze ɦɛ t͡sɔ laʔ he ku tʰəʔ iɪʔ ɕiɪʔ t͡se t͡ɕʰi hɸ le,t͡si t͡suŋ huã t͡sa to taŋ e t͡siã lai kʰɯ,t͡siaʔ pa t͡siaʔ kʰi ho bo,t͡sʰəʔ lau fæ̃ t͡sai t͡ɕʰy ɕiəŋ lau va,ɕian t͡sai xai t͡sɑu tʂə nə təŋ xuər tai t͡ɕʰy pɑ,va t͡sʰɹ̩ ɦuɔ t͡se t͡sau jyɔ dʑa a fu,t͡ɕʰi niau fan t͡sai kʰɯ xau pu xau,fan tʂʰɻ̩ liɤ t͡sai t͡ɕʰi t͡sa mu kɤ,tʂər xai t͡sau tʂɤ ni təŋ i xuər t͡sai t͡ɕʰi,sik t͡sɔ fan sin t͡si høy hou ma,ko ʂɻ̩ sɻ̩ ɦai t͡saɯ tɒ ku i kʰæ dʑi t͡sai t͡ɕʰie,fã tʂʰɻ̩ pa liɔ t͡sɛ t͡ɕʰj xɔ tʂuə̃ lia
tʂʰɻ̩ lə fan t͡sai t͡ɕʰy ɕiŋ ma,t͡sʰɹ̩ no fan t͡sai t͡ɕʰie iau te pu,man man lɛ t͡sʰɹ̩ xao pu piao t͡so t͡ɕi,mɤ̃ mɤ̃ t͡ɕiɔ t͡ɕʰioʔ ʔɑ pəʔ ʔiɔ t͡ɕiəʔ sɑʔ ɦuoʔ sɑʔ,man mar tʂʰɻ̩ piɛ tʂau t͡ɕi,t͡ɕʰiəʔ kʊ fæ̃ t͡sɤ t͡sʰɥ kʰə xɔ,mÃ tiə tʂʰɻ̩ mA pu ɕiɔ t͡ɕi,tʂʰɻ̩ pa fɛ̃n lɔ t͡sɛ t͡ɕʰi pfə̃n li pu,sət te fan t͡saŋ hi hau mo,man man t͡sɹ̩ t͡ɕʰiɑʔ hɑ pɨʔ iɛu t͡ɕiʔ,mɑŋ ɕiɤ ʐʔ tʂʰʌʔ pʌʔ yŋ tʂɔ t͡ɕiʌʔ,t͡ɕʰiɪʔ ləʔ ve t͡se t͡ɕi na nəŋ,t͡siaʔ pa t͡siã lai kʰɯ kʰaʔ ho,un un a t͡siaʔ bian tioʔ kip,mæ̃ ɕiar t͡sʰəʔ pəʔ kæ̃ t͡səʔ t͡ɕiəʔ,tʂʰɻ̩ van fan tai t͡ɕʰy xɑu mɑ,fai huɔ ma ma zɹ̩ naŋ t͡sʰɹ̩,man man ti t͡ɕʰi mo t͡ɕi,man ɕiɤ tʂʰɻ̩ pɤ tʂuɤ t͡ɕi,tʂʰɻ̩ liɛ fã t͡sai t͡ɕʰi tei tʂʰəŋ,man man sik a m hou kɐp,t͡ɕʰiɒ tɒ ɸan t͡sai t͡ɕʰie haɯ pu,m̃ mã ɛ tʂʰɻ̩ pɔ t͡ɕj sa
man mar tʂʰɻ̩ pa pəŋ tʂɑu t͡ɕi,man mər t͡sʰɹ̩ pu iau xuaŋ,t͡so t͡ɕʰi t͡sʰɹ̩ iao pi t͡san t͡ɕʰi t͡sʰɹ̩ xao tɛ,dzo lɑʔ t͡ɕʰioʔ pi liəʔ lɑʔ t͡ɕʰioʔ ʔiɔ hɔ,t͡suo tʂau tʂʰɻ̩ pʰi tʂan tʂau tʂʰɻ̩ xau,mæ̃ xɔ t͡ɕʰiəʔ pəʔ iɔ tʂuɐʔ t͡ɕiəʔ,t͡so tə tʂʰɻ̩ pi tʂÃ tə tʂʰɻ̩ xɔ tiə,t͡ɕia mɛ̃n ɕiə tʂʰɻ̩ ʂa pu lɔ t͡ɕi,man man ne sət m sɹ̩ an kip,t͡sʰo tɑu t͡ɕʰiɑʔ pi t͡ɕʰi tɑu t͡ɕʰiɑʔ hɑu ɕiɛʔ,t͡ɕyɤ tiʌʔ tʂʰʌʔ pi t͡sɑŋ tiʌʔ tʂʰʌʔ xɔ ɕiɤ ʐʌʔ,me me t͡ɕiɔ t͡ɕiɪʔ vəʔ iɔ t͡ɕiɪʔ,kʰuã nĩ t͡siaʔ mãi kiŋ t͡siaŋ,t͡se te t͡siaʔ pʰin kʰia te t͡siaʔ kʰa ho se,t͡suɤ təʔ t͡sʰəʔ pi t͡sæ̃ təʔ t͡sʰəʔ xau ɕiar,mar mar tʂʰɻ̩ pɑ pie tʂɑu t͡ɕi,zo ta t͡sʰɹ̩ pei ge ta t͡sʰɹ̩ hɜ le,t͡suo tau t͡ɕʰi pi t͡san tau t͡ɕʰi xau ɕie,t͡suɤ ti tʂʰɻ̩ kan t͡san ti tʂʰɻ̩ xɔ,mã mar tʂʰɻ̩ pau tʂau t͡ɕi,t͡sʰɔ t͡sy sik hou kwɔ kʰei t͡sy sik,man tiẽ t͡ɕʰiɒ mo tʂʰo t͡ɕi,t͡su xa liɔ tʂʰɻ̩ xɔ pj t͡sã tʂɔ tʂʰɻ̩ xɔ ɛ ɕi
t͡suo tʂə tʂʰɻ̩ pi tʂan tʂə tʂʰɻ̩ xau tiar,t͡so tau t͡ɕʰi t͡sʰɹ̩ pi t͡san tau t͡ɕʰi t͡sʰɹ̩xau ɕi,la t͡sʰɹ̩ ao fan əu li t͡sʰɹ̩ ao fan pu tɛ ɛ,tʰɑ vɤ̃ t͡ɕʰioʔ ku tə ni vɤ̃ ʔiø pəʔ ʔiø t͡ɕʰioʔ ku,tʰa tʂʰɻ̩ fan lə ni tʂʰɻ̩ fan lə mei iou,t͡sʊ tɔ t͡ɕʰiəʔ pɹ̩ tʂæ̃ tɔ t͡ɕʰiəʔ xɔ sɹ̩,tʰə tʂʰɻ̩ tə fÃ lə ni kə tʂʰɻ̩ tə lə,t͡suə xa lɔ tʂʰɻ̩ pi tʂɛ̃n tʂə tʂʰɻ̩ xɔ ɕiə ɯ,t͡sʰo ten loi sət pi kʰi ten loi sət kuo hau,t͡ɕie t͡ɕʰiɑʔ liɛu fan ko n̩ t͡ɕʰiɑʔ liɛu fan po,uʌʔ t͡ɕiɑ tʂʰʌʔ lɔ xuɑŋ lɑ n̩ tʂʰʌʔ lɔ xuɑŋ lɑ mʌʔ lɑ,zu laʔ he t͡ɕʰiɪʔ pi li laʔ he t͡ɕʰiɪʔ hɔ iɪʔ ŋe,t͡so paŋ ko t͡siaʔ ho kue kʰia paŋ ko t͡siaʔ,i t͡siaʔ pa lo li t͡siaʔ pŋ̩ be,tʰa t͡sʰəʔ lau fæ̃ lie ni t͡sʰəʔ lie məʔ la,t͡suo tʂə tʂʰɻ̩ pi t͡san tʂə tʂʰɻ̩ xɑu,gi va t͡sʰɹ̩ ɦuɔ ba ɲi t͡sʰɹ̩ ɦuɔ ba mei a,tʰa t͡ɕʰi niau fan niau ni t͡ɕʰi niau mau,tʰa tʂʰɻ̩ liɤ fan liɤ ɲi fan tʂʰɻ̩ liɤ mɤ iɤu,t͡suo xa tʂʰɻ̩ pi li xa tʂʰɻ̩ su fu,kʰøy sik t͡sɔ fan lak nei sik t͡sɔ fan mei nɛ,dzo tɒ t͡ɕʰiɒ pi t͡san tɒ t͡ɕʰiɒ haɯ sie,t͡ɕia fã tʂʰɻ̩ pa liɔ ɲi tʂʰɻ̩ liɔ mɔ
